id,country,year,month,date,monthly_rainfall_mm,average_monthly_rainfall
308,Madagascar,2015,Aug,2015-08-01,42.74,123.45
309,Madagascar,2015,Sep,2015-09-01,22.71,123.79
310,Madagascar,2015,Oct,2015-10-01,45.74,124.46
311,Madagascar,2015,Nov,2015-11-01,86.31,115.89
312,Madagascar,2015,Dec,2015-12-01,222.47,114.38
313,Madagascar,2016,Jan,2016-01-01,259.55,110.77
314,Madagascar,2016,Feb,2016-02-01,245.65,108.94
315,Madagascar,2016,Mar,2016-03-01,204.22,109.48
316,Madagascar,2016,Apr,2016-04-01,86.23,112.48
317,Madagascar,2016,May,2016-05-01,61.38,113.07
318,Madagascar,2016,Jun,2016-06-01,94.92,117.23
319,Madagascar,2016,Jul,2016-07-01,57.27,119.10
320,Madagascar,2016,Aug,2016-08-01,25.22,117.64
321,Madagascar,2016,Sep,2016-09-01,17.1,117.17
322,Madagascar,2016,Oct,2016-10-01,30.28,115.88
323,Madagascar,2016,Nov,2016-11-01,60.53,113.74
324,Madagascar,2016,Dec,2016-12-01,109.72,104.34
325,Madagascar,2017,Jan,2017-01-01,177.19,97.48
326,Madagascar,2017,Feb,2017-02-01,188.94,92.75
327,Madagascar,2017,Mar,2017-03-01,258.86,97.30
328,Madagascar,2017,Apr,2017-04-01,82.35,96.98
329,Madagascar,2017,May,2017-05-01,37.84,95.02
330,Madagascar,2017,Jun,2017-06-01,44.59,90.82
331,Madagascar,2017,Jul,2017-07-01,64.76,91.45
332,Madagascar,2017,Aug,2017-08-01,68.04,95.02
333,Madagascar,2017,Sep,2017-09-01,29.5,96.05
334,Madagascar,2017,Oct,2017-10-01,51.19,97.79
335,Madagascar,2017,Nov,2017-11-01,134.31,103.94
336,Madagascar,2017,Dec,2017-12-01,204.85,111.87
337,Madagascar,2018,Jan,2018-01-01,341.54,125.56
338,Madagascar,2018,Feb,2018-02-01,297.25,134.59
339,Madagascar,2018,Mar,2018-03-01,233.65,132.49
340,Madagascar,2018,Apr,2018-04-01,84.58,132.68
341,Madagascar,2018,May,2018-05-01,35.73,132.50
342,Madagascar,2018,Jun,2018-06-01,26.81,131.02
343,Madagascar,2018,Jul,2018-07-01,118.69,135.51
344,Madagascar,2018,Aug,2018-08-01,24.39,131.87
345,Madagascar,2018,Sep,2018-09-01,17.46,130.87
346,Madagascar,2018,Oct,2018-10-01,40.21,129.96
347,Madagascar,2018,Nov,2018-11-01,107.82,127.75
348,Madagascar,2018,Dec,2018-12-01,177.83,125.50
349,Madagascar,2019,Jan,2019-01-01,293.51,121.49
350,Madagascar,2019,Feb,2019-02-01,251.9,117.72
351,Madagascar,2019,Mar,2019-03-01,260.52,119.95
352,Madagascar,2019,Apr,2019-04-01,94.34,120.77
353,Madagascar,2019,May,2019-05-01,59.34,122.74
354,Madagascar,2019,Jun,2019-06-01,52.68,124.89
355,Madagascar,2019,Jul,2019-07-01,32.32,117.69
356,Madagascar,2019,Aug,2019-08-01,25.83,117.81
357,Madagascar,2019,Sep,2019-09-01,43.58,119.99
358,Madagascar,2019,Oct,2019-10-01,39.34,119.92
359,Madagascar,2019,Nov,2019-11-01,179.03,125.85
360,Madagascar,2019,Dec,2019-12-01,222.85,129.60
361,Madagascar,2020,Jan,2020-01-01,307.82,130.80
362,Madagascar,2020,Feb,2020-02-01,265.11,131.90
363,Madagascar,2020,Mar,2020-03-01,168.9,124.26
364,Madagascar,2020,Apr,2020-04-01,84.01,123.40
365,Madagascar,2020,May,2020-05-01,43.45,122.08
366,Madagascar,2020,Jun,2020-06-01,44.61,121.40
367,Madagascar,2020,Jul,2020-07-01,40.62,122.10
368,Madagascar,2020,Aug,2020-08-01,21.62,121.75
369,Madagascar,2020,Sep,2020-09-01,42.78,121.68
370,Madagascar,2020,Oct,2020-10-01,59.9,123.39
371,Madagascar,2020,Nov,2020-11-01,112.55,117.85
372,Madagascar,2020,Dec,2020-12-01,181.57,114.41
373,Madagascar,2021,Jan,2021-01-01,209.01,106.18
374,Madagascar,2021,Feb,2021-02-01,231.14,103.35
375,Madagascar,2021,Mar,2021-03-01,209.68,106.75
376,Madagascar,2021,Apr,2021-04-01,79.34,106.36
377,Madagascar,2021,May,2021-05-01,39.74,106.05
378,Madagascar,2021,Jun,2021-06-01,54.25,106.85
379,Madagascar,2021,Jul,2021-07-01,58.26,108.32
380,Madagascar,2021,Aug,2021-08-01,44.83,110.25
381,Madagascar,2021,Sep,2021-09-01,27.87,109.01
382,Madagascar,2021,Oct,2021-10-01,37.3,107.13
383,Madagascar,2021,Nov,2021-11-01,113.84,107.24
384,Madagascar,2021,Dec,2021-12-01,229.64,111.24
1,Namibia,1990,Jan,1990-01-01,75.39,
2,Namibia,1990,Feb,1990-02-01,40.73,
3,Namibia,1990,Mar,1990-03-01,65.73,
4,Namibia,1990,Apr,1990-04-01,26.15,
5,Namibia,1990,May,1990-05-01,0.55,
6,Namibia,1990,Jun,1990-06-01,0.63,
7,Namibia,1990,Jul,1990-07-01,0.22,
8,Namibia,1990,Aug,1990-08-01,0.26,
9,Namibia,1990,Sep,1990-09-01,0.51,
10,Namibia,1990,Oct,1990-10-01,6.97,
11,Namibia,1990,Nov,1990-11-01,15.62,
12,Namibia,1990,Dec,1990-12-01,36.98,22.48
13,Namibia,1991,Jan,1991-01-01,74.44,22.40
14,Namibia,1991,Feb,1991-02-01,79.79,25.65
15,Namibia,1991,Mar,1991-03-01,44.94,23.92
16,Namibia,1991,Apr,1991-04-01,2.89,21.98
17,Namibia,1991,May,1991-05-01,0.21,21.96
18,Namibia,1991,Jun,1991-06-01,0.43,21.94
19,Namibia,1991,Jul,1991-07-01,0.32,21.95
20,Namibia,1991,Aug,1991-08-01,0.08,21.93
21,Namibia,1991,Sep,1991-09-01,5.4,22.34
22,Namibia,1991,Oct,1991-10-01,15.26,23.03
23,Namibia,1991,Nov,1991-11-01,29.25,24.17
24,Namibia,1991,Dec,1991-12-01,62.93,26.33
25,Namibia,1992,Jan,1992-01-01,32.51,22.83
26,Namibia,1992,Feb,1992-02-01,21.04,17.94
27,Namibia,1992,Mar,1992-03-01,37.04,17.28
28,Namibia,1992,Apr,1992-04-01,5.24,17.48
29,Namibia,1992,May,1992-05-01,0.33,17.49
30,Namibia,1992,Jun,1992-06-01,0.18,17.47
31,Namibia,1992,Jul,1992-07-01,0.28,17.46
32,Namibia,1992,Aug,1992-08-01,0.13,17.47
33,Namibia,1992,Sep,1992-09-01,2.19,17.20
34,Namibia,1992,Oct,1992-10-01,3.78,16.24
35,Namibia,1992,Nov,1992-11-01,11.69,14.78
36,Namibia,1992,Dec,1992-12-01,20.1,11.21
37,Namibia,1993,Jan,1993-01-01,46.42,12.37
38,Namibia,1993,Feb,1993-02-01,78.83,17.18
39,Namibia,1993,Mar,1993-03-01,43.44,17.72
40,Namibia,1993,Apr,1993-04-01,30.9,19.86
41,Namibia,1993,May,1993-05-01,2.31,20.02
42,Namibia,1993,Jun,1993-06-01,0.36,20.04
43,Namibia,1993,Jul,1993-07-01,0.31,20.04
44,Namibia,1993,Aug,1993-08-01,0.69,20.09
45,Namibia,1993,Sep,1993-09-01,0.37,19.93
46,Namibia,1993,Oct,1993-10-01,18.92,21.20
47,Namibia,1993,Nov,1993-11-01,34.14,23.07
48,Namibia,1993,Dec,1993-12-01,35.39,24.34
49,Namibia,1994,Jan,1994-01-01,107.76,29.45
50,Namibia,1994,Feb,1994-02-01,62.92,28.13
51,Namibia,1994,Mar,1994-03-01,14.94,25.75
52,Namibia,1994,Apr,1994-04-01,8.8,23.91
53,Namibia,1994,May,1994-05-01,0.17,23.73
54,Namibia,1994,Jun,1994-06-01,1.71,23.84
55,Namibia,1994,Jul,1994-07-01,0.73,23.88
56,Namibia,1994,Aug,1994-08-01,0.14,23.83
57,Namibia,1994,Sep,1994-09-01,0.16,23.82
58,Namibia,1994,Oct,1994-10-01,2.75,22.47
59,Namibia,1994,Nov,1994-11-01,16.37,20.99
60,Namibia,1994,Dec,1994-12-01,12.12,19.05
61,Namibia,1995,Jan,1995-01-01,8.09,10.74
62,Namibia,1995,Feb,1995-02-01,59.84,10.49
63,Namibia,1995,Mar,1995-03-01,39.14,12.50
64,Namibia,1995,Apr,1995-04-01,7.35,12.38
65,Namibia,1995,May,1995-05-01,2.96,12.61
66,Namibia,1995,Jun,1995-06-01,0.14,12.48
67,Namibia,1995,Jul,1995-07-01,0.23,12.44
68,Namibia,1995,Aug,1995-08-01,0.87,12.50
69,Namibia,1995,Sep,1995-09-01,2.16,12.67
70,Namibia,1995,Oct,1995-10-01,10.3,13.30
71,Namibia,1995,Nov,1995-11-01,12.77,13.00
72,Namibia,1995,Dec,1995-12-01,20.62,13.71
73,Namibia,1996,Jan,1996-01-01,72.29,19.06
74,Namibia,1996,Feb,1996-02-01,40.82,17.47
75,Namibia,1996,Mar,1996-03-01,13.95,15.37
76,Namibia,1996,Apr,1996-04-01,5.62,15.23
77,Namibia,1996,May,1996-05-01,1.99,15.15
78,Namibia,1996,Jun,1996-06-01,0.05,15.14
79,Namibia,1996,Jul,1996-07-01,0.79,15.19
80,Namibia,1996,Aug,1996-08-01,0.26,15.14
81,Namibia,1996,Sep,1996-09-01,0.71,15.01
82,Namibia,1996,Oct,1996-10-01,1.6,14.29
83,Namibia,1996,Nov,1996-11-01,23.33,15.17
84,Namibia,1996,Dec,1996-12-01,41.38,16.90
85,Namibia,1997,Jan,1997-01-01,108.53,19.92
86,Namibia,1997,Feb,1997-02-01,60.48,21.56
87,Namibia,1997,Mar,1997-03-01,75.54,26.69
88,Namibia,1997,Apr,1997-04-01,4.14,26.57
89,Namibia,1997,May,1997-05-01,2.46,26.61
90,Namibia,1997,Jun,1997-06-01,0.66,26.66
91,Namibia,1997,Jul,1997-07-01,0.31,26.62
92,Namibia,1997,Aug,1997-08-01,0.11,26.60
93,Namibia,1997,Sep,1997-09-01,2.53,26.76
94,Namibia,1997,Oct,1997-10-01,16.33,27.98
95,Namibia,1997,Nov,1997-11-01,8.02,26.71
96,Namibia,1997,Dec,1997-12-01,46.26,27.11
97,Namibia,1998,Jan,1998-01-01,50.75,22.30
98,Namibia,1998,Feb,1998-02-01,22.15,19.11
99,Namibia,1998,Mar,1998-03-01,34.69,15.70
100,Namibia,1998,Apr,1998-04-01,7.72,16.00
101,Namibia,1998,May,1998-05-01,0.62,15.85
102,Namibia,1998,Jun,1998-06-01,0.1,15.80
103,Namibia,1998,Jul,1998-07-01,0.39,15.81
104,Namibia,1998,Aug,1998-08-01,0.78,15.86
105,Namibia,1998,Sep,1998-09-01,4.54,16.03
106,Namibia,1998,Oct,1998-10-01,5.25,15.11
107,Namibia,1998,Nov,1998-11-01,15.29,15.71
108,Namibia,1998,Dec,1998-12-01,34.44,14.73
109,Namibia,1999,Jan,1999-01-01,61.06,15.59
110,Namibia,1999,Feb,1999-02-01,34.6,16.62
111,Namibia,1999,Mar,1999-03-01,51.14,17.99
112,Namibia,1999,Apr,1999-04-01,3.54,17.65
113,Namibia,1999,May,1999-05-01,3.83,17.91
114,Namibia,1999,Jun,1999-06-01,2.39,18.10
115,Namibia,1999,Jul,1999-07-01,0.28,18.10
116,Namibia,1999,Aug,1999-08-01,0.41,18.06
117,Namibia,1999,Sep,1999-09-01,0.46,17.72
118,Namibia,1999,Oct,1999-10-01,13.53,18.41
119,Namibia,1999,Nov,1999-11-01,31.54,19.77
120,Namibia,1999,Dec,1999-12-01,67.95,22.56
121,Namibia,2000,Jan,2000-01-01,83.56,24.44
122,Namibia,2000,Feb,2000-02-01,80.6,28.27
123,Namibia,2000,Mar,2000-03-01,87.01,31.26
124,Namibia,2000,Apr,2000-04-01,25.04,33.05
125,Namibia,2000,May,2000-05-01,4.52,33.11
126,Namibia,2000,Jun,2000-06-01,0.38,32.94
127,Namibia,2000,Jul,2000-07-01,0.6,32.97
128,Namibia,2000,Aug,2000-08-01,0.33,32.96
129,Namibia,2000,Sep,2000-09-01,0.99,33.00
130,Namibia,2000,Oct,2000-10-01,5.84,32.36
131,Namibia,2000,Nov,2000-11-01,8.64,30.46
132,Namibia,2000,Dec,2000-12-01,20.9,26.53
133,Namibia,2001,Jan,2001-01-01,62.05,24.74
134,Namibia,2001,Feb,2001-02-01,71.02,23.94
135,Namibia,2001,Mar,2001-03-01,58.35,21.56
136,Namibia,2001,Apr,2001-04-01,23.56,21.43
137,Namibia,2001,May,2001-05-01,4.36,21.42
138,Namibia,2001,Jun,2001-06-01,1.28,21.49
139,Namibia,2001,Jul,2001-07-01,0.91,21.52
140,Namibia,2001,Aug,2001-08-01,1.15,21.59
141,Namibia,2001,Sep,2001-09-01,2.56,21.72
142,Namibia,2001,Oct,2001-10-01,8.55,21.94
143,Namibia,2001,Nov,2001-11-01,25.97,23.39
144,Namibia,2001,Dec,2001-12-01,30.24,24.17
145,Namibia,2002,Jan,2002-01-01,63.79,24.31
146,Namibia,2002,Feb,2002-02-01,70.95,24.31
147,Namibia,2002,Mar,2002-03-01,57.25,24.21
148,Namibia,2002,Apr,2002-04-01,23.38,24.20
149,Namibia,2002,May,2002-05-01,4.84,24.24
150,Namibia,2002,Jun,2002-06-01,1.66,24.27
151,Namibia,2002,Jul,2002-07-01,0.76,24.26
152,Namibia,2002,Aug,2002-08-01,1.08,24.25
153,Namibia,2002,Sep,2002-09-01,2.6,24.26
154,Namibia,2002,Oct,2002-10-01,8.63,24.26
155,Namibia,2002,Nov,2002-11-01,25.64,24.24
156,Namibia,2002,Dec,2002-12-01,31.33,24.33
157,Namibia,2003,Jan,2003-01-01,61.36,24.12
158,Namibia,2003,Feb,2003-02-01,67.48,23.83
159,Namibia,2003,Mar,2003-03-01,57.39,23.85
160,Namibia,2003,Apr,2003-04-01,22.17,23.75
161,Namibia,2003,May,2003-05-01,3.75,23.65
162,Namibia,2003,Jun,2003-06-01,1.26,23.62
163,Namibia,2003,Jul,2003-07-01,0.6,23.61
164,Namibia,2003,Aug,2003-08-01,1.6,23.65
165,Namibia,2003,Sep,2003-09-01,2.48,23.64
166,Namibia,2003,Oct,2003-10-01,9.68,23.73
167,Namibia,2003,Nov,2003-11-01,25.32,23.70
168,Namibia,2003,Dec,2003-12-01,30.87,23.66
169,Namibia,2004,Jan,2004-01-01,66.75,24.11
170,Namibia,2004,Feb,2004-02-01,67.68,24.13
171,Namibia,2004,Mar,2004-03-01,59.02,24.27
172,Namibia,2004,Apr,2004-04-01,22.86,24.32
173,Namibia,2004,May,2004-05-01,3.75,24.32
174,Namibia,2004,Jun,2004-06-01,1.42,24.34
175,Namibia,2004,Jul,2004-07-01,0.79,24.35
176,Namibia,2004,Aug,2004-08-01,0.95,24.30
177,Namibia,2004,Sep,2004-09-01,2.88,24.33
178,Namibia,2004,Oct,2004-10-01,16.83,24.93
179,Namibia,2004,Nov,2004-11-01,21.61,24.62
180,Namibia,2004,Dec,2004-12-01,23.27,23.98
181,Namibia,2005,Jan,2005-01-01,52.49,22.80
182,Namibia,2005,Feb,2005-02-01,48.94,21.23
183,Namibia,2005,Mar,2005-03-01,65.16,21.75
184,Namibia,2005,Apr,2005-04-01,24.63,21.89
185,Namibia,2005,May,2005-05-01,7.81,22.23
186,Namibia,2005,Jun,2005-06-01,1.43,22.23
187,Namibia,2005,Jul,2005-07-01,0.6,22.22
188,Namibia,2005,Aug,2005-08-01,0.58,22.19
189,Namibia,2005,Sep,2005-09-01,0.83,22.02
190,Namibia,2005,Oct,2005-10-01,8.35,21.31
191,Namibia,2005,Nov,2005-11-01,28.53,21.89
192,Namibia,2005,Dec,2005-12-01,25.15,22.04
193,Namibia,2006,Jan,2006-01-01,148.64,30.05
194,Namibia,2006,Feb,2006-02-01,101.15,34.41
195,Namibia,2006,Mar,2006-03-01,66.28,34.50
196,Namibia,2006,Apr,2006-04-01,29.12,34.87
197,Namibia,2006,May,2006-05-01,2.5,34.43
198,Namibia,2006,Jun,2006-06-01,0.54,34.36
199,Namibia,2006,Jul,2006-07-01,0.48,34.35
200,Namibia,2006,Aug,2006-08-01,1.27,34.40
201,Namibia,2006,Sep,2006-09-01,0.74,34.40
202,Namibia,2006,Oct,2006-10-01,17.13,35.13
203,Namibia,2006,Nov,2006-11-01,26.16,34.93
204,Namibia,2006,Dec,2006-12-01,30.86,35.41
205,Namibia,2007,Jan,2007-01-01,62.62,28.24
206,Namibia,2007,Feb,2007-02-01,68.68,25.53
207,Namibia,2007,Mar,2007-03-01,56.63,24.73
208,Namibia,2007,Apr,2007-04-01,17.94,23.80
209,Namibia,2007,May,2007-05-01,1.47,23.71
210,Namibia,2007,Jun,2007-06-01,2.1,23.84
211,Namibia,2007,Jul,2007-07-01,0.61,23.85
212,Namibia,2007,Aug,2007-08-01,0.51,23.79
213,Namibia,2007,Sep,2007-09-01,0.72,23.79
214,Namibia,2007,Oct,2007-10-01,8.2,23.04
215,Namibia,2007,Nov,2007-11-01,24.43,22.90
216,Namibia,2007,Dec,2007-12-01,32.38,23.02
217,Namibia,2008,Jan,2008-01-01,64.01,23.14
218,Namibia,2008,Feb,2008-02-01,67.08,23.01
219,Namibia,2008,Mar,2008-03-01,60.2,23.30
220,Namibia,2008,Apr,2008-04-01,11.86,22.80
221,Namibia,2008,May,2008-05-01,1.74,22.82
222,Namibia,2008,Jun,2008-06-01,0.92,22.72
223,Namibia,2008,Jul,2008-07-01,0.71,22.73
224,Namibia,2008,Aug,2008-08-01,0.77,22.75
225,Namibia,2008,Sep,2008-09-01,1.43,22.81
226,Namibia,2008,Oct,2008-10-01,8.32,22.82
227,Namibia,2008,Nov,2008-11-01,25.81,22.94
228,Namibia,2008,Dec,2008-12-01,40.65,23.63
229,Namibia,2009,Jan,2009-01-01,62.82,23.53
230,Namibia,2009,Feb,2009-02-01,133.17,29.03
231,Namibia,2009,Mar,2009-03-01,49.05,28.10
232,Namibia,2009,Apr,2009-04-01,12.31,28.14
233,Namibia,2009,May,2009-05-01,8.61,28.71
234,Namibia,2009,Jun,2009-06-01,1.43,28.76
235,Namibia,2009,Jul,2009-07-01,0.44,28.73
236,Namibia,2009,Aug,2009-08-01,0.5,28.71
237,Namibia,2009,Sep,2009-09-01,2.81,28.83
238,Namibia,2009,Oct,2009-10-01,7.43,28.75
239,Namibia,2009,Nov,2009-11-01,23.94,28.60
240,Namibia,2009,Dec,2009-12-01,45.88,29.03
241,Namibia,2010,Jan,2010-01-01,83.51,30.76
242,Namibia,2010,Feb,2010-02-01,41.53,23.12
243,Namibia,2010,Mar,2010-03-01,39.69,22.34
244,Namibia,2010,Apr,2010-04-01,34.68,24.20
245,Namibia,2010,May,2010-05-01,6.55,24.03
246,Namibia,2010,Jun,2010-06-01,0.39,23.95
247,Namibia,2010,Jul,2010-07-01,0.44,23.95
248,Namibia,2010,Aug,2010-08-01,0.92,23.98
249,Namibia,2010,Sep,2010-09-01,2.3,23.94
250,Namibia,2010,Oct,2010-10-01,8.35,24.02
251,Namibia,2010,Nov,2010-11-01,26.43,24.22
252,Namibia,2010,Dec,2010-12-01,31.84,23.05
253,Namibia,2011,Jan,2011-01-01,68.38,21.79
254,Namibia,2011,Feb,2011-02-01,77.19,24.76
255,Namibia,2011,Mar,2011-03-01,83.94,28.45
256,Namibia,2011,Apr,2011-04-01,38.67,28.78
257,Namibia,2011,May,2011-05-01,4.98,28.65
258,Namibia,2011,Jun,2011-06-01,1.47,28.74
259,Namibia,2011,Jul,2011-07-01,0.77,28.77
260,Namibia,2011,Aug,2011-08-01,0.85,28.76
261,Namibia,2011,Sep,2011-09-01,1.89,28.73
262,Namibia,2011,Oct,2011-10-01,6.52,28.58
263,Namibia,2011,Nov,2011-11-01,19.3,27.98
264,Namibia,2011,Dec,2011-12-01,46.34,29.19
265,Namibia,2012,Jan,2012-01-01,57.62,28.30
266,Namibia,2012,Feb,2012-02-01,107.25,30.80
267,Namibia,2012,Mar,2012-03-01,67.66,29.44
268,Namibia,2012,Apr,2012-04-01,12.41,27.26
269,Namibia,2012,May,2012-05-01,1.6,26.97
270,Namibia,2012,Jun,2012-06-01,1.47,26.97
271,Namibia,2012,Jul,2012-07-01,1.2,27.01
272,Namibia,2012,Aug,2012-08-01,0.96,27.02
273,Namibia,2012,Sep,2012-09-01,0.93,26.94
274,Namibia,2012,Oct,2012-10-01,14.18,27.58
275,Namibia,2012,Nov,2012-11-01,22.72,27.86
276,Namibia,2012,Dec,2012-12-01,24.46,26.04
277,Namibia,2013,Jan,2013-01-01,39.08,24.49
278,Namibia,2013,Feb,2013-02-01,41.06,18.98
279,Namibia,2013,Mar,2013-03-01,54.1,17.85
280,Namibia,2013,Apr,2013-04-01,7.65,17.45
281,Namibia,2013,May,2013-05-01,6.95,17.90
282,Namibia,2013,Jun,2013-06-01,0.64,17.83
283,Namibia,2013,Jul,2013-07-01,0.38,17.76
284,Namibia,2013,Aug,2013-08-01,0.65,17.73
285,Namibia,2013,Sep,2013-09-01,5.09,18.08
286,Namibia,2013,Oct,2013-10-01,3.8,17.22
287,Namibia,2013,Nov,2013-11-01,16.18,16.67
288,Namibia,2013,Dec,2013-12-01,70.02,20.47
289,Namibia,2014,Jan,2014-01-01,56.42,21.91
290,Namibia,2014,Feb,2014-02-01,103.08,27.08
291,Namibia,2014,Mar,2014-03-01,77.6,29.04
292,Namibia,2014,Apr,2014-04-01,31.54,31.03
293,Namibia,2014,May,2014-05-01,3.11,30.71
294,Namibia,2014,Jun,2014-06-01,0.95,30.74
295,Namibia,2014,Jul,2014-07-01,0.6,30.75
296,Namibia,2014,Aug,2014-08-01,0.45,30.74
297,Namibia,2014,Sep,2014-09-01,0.99,30.40
298,Namibia,2014,Oct,2014-10-01,9.29,30.85
299,Namibia,2014,Nov,2014-11-01,22.84,31.41
300,Namibia,2014,Dec,2014-12-01,23.36,27.52
301,Namibia,2015,Jan,2015-01-01,43.37,26.43
302,Namibia,2015,Feb,2015-02-01,45.35,21.62
303,Namibia,2015,Mar,2015-03-01,52.61,19.54
304,Namibia,2015,Apr,2015-04-01,28.67,19.30
305,Namibia,2015,May,2015-05-01,2.08,19.21
306,Namibia,2015,Jun,2015-06-01,1.02,19.22
307,Namibia,2015,Jul,2015-07-01,0.5,19.21
308,Namibia,2015,Aug,2015-08-01,1.54,19.30
309,Namibia,2015,Sep,2015-09-01,1.06,19.31
310,Namibia,2015,Oct,2015-10-01,5.17,18.96
311,Namibia,2015,Nov,2015-11-01,14.26,18.25
312,Namibia,2015,Dec,2015-12-01,36.18,19.32
313,Namibia,2016,Jan,2016-01-01,51.88,20.03
314,Namibia,2016,Feb,2016-02-01,37.13,19.34
315,Namibia,2016,Mar,2016-03-01,59.4,19.91
316,Namibia,2016,Apr,2016-04-01,22.74,19.41
317,Namibia,2016,May,2016-05-01,4.56,19.62
318,Namibia,2016,Jun,2016-06-01,1.35,19.65
319,Namibia,2016,Jul,2016-07-01,1.02,19.69
320,Namibia,2016,Aug,2016-08-01,0.94,19.64
321,Namibia,2016,Sep,2016-09-01,2.66,19.77
322,Namibia,2016,Oct,2016-10-01,8.17,20.02
323,Namibia,2016,Nov,2016-11-01,25.47,20.96
324,Namibia,2016,Dec,2016-12-01,31.42,20.56
325,Namibia,2017,Jan,2017-01-01,65.3,21.68
326,Namibia,2017,Feb,2017-02-01,69.59,24.39
327,Namibia,2017,Mar,2017-03-01,56.51,24.14
328,Namibia,2017,Apr,2017-04-01,23.38,24.20
329,Namibia,2017,May,2017-05-01,3.91,24.14
330,Namibia,2017,Jun,2017-06-01,1.47,24.15
331,Namibia,2017,Jul,2017-07-01,0.63,24.12
332,Namibia,2017,Aug,2017-08-01,0.87,24.12
333,Namibia,2017,Sep,2017-09-01,2.18,24.08
334,Namibia,2017,Oct,2017-10-01,8.55,24.11
335,Namibia,2017,Nov,2017-11-01,26.65,24.21
336,Namibia,2017,Dec,2017-12-01,31.86,24.24
337,Namibia,2018,Jan,2018-01-01,62.65,24.02
338,Namibia,2018,Feb,2018-02-01,68.37,23.92
339,Namibia,2018,Mar,2018-03-01,59.18,24.14
340,Namibia,2018,Apr,2018-04-01,23.33,24.14
341,Namibia,2018,May,2018-05-01,3.99,24.14
342,Namibia,2018,Jun,2018-06-01,1.41,24.14
343,Namibia,2018,Jul,2018-07-01,0.93,24.16
344,Namibia,2018,Aug,2018-08-01,0.95,24.17
345,Namibia,2018,Sep,2018-09-01,2.35,24.19
346,Namibia,2018,Oct,2018-10-01,8.13,24.15
347,Namibia,2018,Nov,2018-11-01,25.37,24.04
348,Namibia,2018,Dec,2018-12-01,31.56,24.02
349,Namibia,2019,Jan,2019-01-01,62.36,23.99
350,Namibia,2019,Feb,2019-02-01,67.95,23.96
351,Namibia,2019,Mar,2019-03-01,56.29,23.72
352,Namibia,2019,Apr,2019-04-01,22.15,23.62
353,Namibia,2019,May,2019-05-01,3.93,23.62
354,Namibia,2019,Jun,2019-06-01,1.5,23.62
355,Namibia,2019,Jul,2019-07-01,0.92,23.62
356,Namibia,2019,Aug,2019-08-01,0.87,23.62
357,Namibia,2019,Sep,2019-09-01,2.22,23.60
358,Namibia,2019,Oct,2019-10-01,8.29,23.62
359,Namibia,2019,Nov,2019-11-01,24.7,23.56
360,Namibia,2019,Dec,2019-12-01,31.71,23.57
361,Namibia,2020,Jan,2020-01-01,62.76,23.61
362,Namibia,2020,Feb,2020-02-01,70.48,23.82
363,Namibia,2020,Mar,2020-03-01,56.5,23.84
364,Namibia,2020,Apr,2020-04-01,22.7,23.88
365,Namibia,2020,May,2020-05-01,3.83,23.87
366,Namibia,2020,Jun,2020-06-01,1.69,23.89
367,Namibia,2020,Jul,2020-07-01,1.05,23.90
368,Namibia,2020,Aug,2020-08-01,1.06,23.92
369,Namibia,2020,Sep,2020-09-01,2.3,23.92
370,Namibia,2020,Oct,2020-10-01,8.78,23.96
371,Namibia,2020,Nov,2020-11-01,25.92,24.07
372,Namibia,2020,Dec,2020-12-01,32.87,24.16
373,Namibia,2021,Jan,2021-01-01,67.24,24.54
374,Namibia,2021,Feb,2021-02-01,67.64,24.30
375,Namibia,2021,Mar,2021-03-01,56.47,24.30
376,Namibia,2021,Apr,2021-04-01,22.29,24.26
377,Namibia,2021,May,2021-05-01,4.16,24.29
378,Namibia,2021,Jun,2021-06-01,1,24.23
379,Namibia,2021,Jul,2021-07-01,0.41,24.18
380,Namibia,2021,Aug,2021-08-01,1.05,24.18
381,Namibia,2021,Sep,2021-09-01,0.37,24.02
382,Namibia,2021,Oct,2021-10-01,16.57,24.67
383,Namibia,2021,Nov,2021-11-01,12.51,23.55
384,Namibia,2021,Dec,2021-12-01,29.26,23.25
1,Nigeria,1990,Jan,1990-01-01,4.65,
2,Nigeria,1990,Feb,1990-02-01,4.71,
3,Nigeria,1990,Mar,1990-03-01,5.16,
4,Nigeria,1990,Apr,1990-04-01,69.05,
5,Nigeria,1990,May,1990-05-01,118.62,
6,Nigeria,1990,Jun,1990-06-01,137.54,
7,Nigeria,1990,Jul,1990-07-01,258.5,
8,Nigeria,1990,Aug,1990-08-01,212.93,
9,Nigeria,1990,Sep,1990-09-01,172.63,
10,Nigeria,1990,Oct,1990-10-01,85.74,
11,Nigeria,1990,Nov,1990-11-01,16.35,
12,Nigeria,1990,Dec,1990-12-01,16.06,91.83
13,Nigeria,1991,Jan,1991-01-01,0.64,91.49
14,Nigeria,1991,Feb,1991-02-01,12.3,92.13
15,Nigeria,1991,Mar,1991-03-01,42.13,95.21
16,Nigeria,1991,Apr,1991-04-01,101.62,97.92
17,Nigeria,1991,May,1991-05-01,197.21,104.47
18,Nigeria,1991,Jun,1991-06-01,158.13,106.19
19,Nigeria,1991,Jul,1991-07-01,233.59,104.11
20,Nigeria,1991,Aug,1991-08-01,263.85,108.35
21,Nigeria,1991,Sep,1991-09-01,142.18,105.82
22,Nigeria,1991,Oct,1991-10-01,99.44,106.96
