id,country,year,month,mm
29,South Africa,1992,May,4.94
30,South Africa,1992,Jun,12.14
31,South Africa,1992,Jul,10.07
32,South Africa,1992,Aug,22.43
33,South Africa,1992,Sep,7.68
34,South Africa,1992,Oct,37.37
35,South Africa,1992,Nov,54.04
36,South Africa,1992,Dec,48.94
37,South Africa,1993,Jan,44.17
38,South Africa,1993,Feb,63.28
39,South Africa,1993,Mar,43.52
40,South Africa,1993,Apr,37.23
41,South Africa,1993,May,14.87
42,South Africa,1993,Jun,11.71
43,South Africa,1993,Jul,11.15
44,South Africa,1993,Aug,12.88
45,South Africa,1993,Sep,21.01
46,South Africa,1993,Oct,64.9
47,South Africa,1993,Nov,54.58
48,South Africa,1993,Dec,79.3
49,South Africa,1994,Jan,79.34
50,South Africa,1994,Feb,74.82
51,South Africa,1994,Mar,58.86
52,South Africa,1994,Apr,19.03
53,South Africa,1994,May,4.48
54,South Africa,1994,Jun,14.72
55,South Africa,1994,Jul,14.06
56,South Africa,1994,Aug,10.1
57,South Africa,1994,Sep,7.1
58,South Africa,1994,Oct,29.52
59,South Africa,1994,Nov,29.02
60,South Africa,1994,Dec,53.96
61,South Africa,1995,Jan,65.7
62,South Africa,1995,Feb,36.02
63,South Africa,1995,Mar,81.29
64,South Africa,1995,Apr,28.67
65,South Africa,1995,May,27.3
66,South Africa,1995,Jun,9.14
67,South Africa,1995,Jul,7.26
68,South Africa,1995,Aug,13.53
69,South Africa,1995,Sep,14.67
70,South Africa,1995,Oct,44.55
71,South Africa,1995,Nov,74.87
72,South Africa,1995,Dec,109.72
73,South Africa,1996,Jan,96.55
74,South Africa,1996,Feb,102.79
75,South Africa,1996,Mar,42.42
76,South Africa,1996,Apr,32.63
77,South Africa,1996,May,21.55
78,South Africa,1996,Jun,6.15
79,South Africa,1996,Jul,27.9
80,South Africa,1996,Aug,17.2
81,South Africa,1996,Sep,14.98
82,South Africa,1996,Oct,50.66
83,South Africa,1996,Nov,94.16
84,South Africa,1996,Dec,73.54
85,South Africa,1997,Jan,73.96
86,South Africa,1997,Feb,40.2
87,South Africa,1997,Mar,104.8
88,South Africa,1997,Apr,38.45
89,South Africa,1997,May,39.9
90,South Africa,1997,Jun,25.91
91,South Africa,1997,Jul,12.99
92,South Africa,1997,Aug,12.18
93,South Africa,1997,Sep,19.7
94,South Africa,1997,Oct,34.38
95,South Africa,1997,Nov,56.46
96,South Africa,1997,Dec,38.69
97,South Africa,1998,Jan,83.42
98,South Africa,1998,Feb,69.42
99,South Africa,1998,Mar,64.24
100,South Africa,1998,Apr,16.9
101,South Africa,1998,May,16.44
102,South Africa,1998,Jun,3.05
103,South Africa,1998,Jul,8.78
104,South Africa,1998,Aug,12.62
105,South Africa,1998,Sep,22.49
106,South Africa,1998,Oct,41.4
107,South Africa,1998,Nov,82.99
108,South Africa,1998,Dec,81.76
109,South Africa,1999,Jan,59.72
110,South Africa,1999,Feb,44.65
111,South Africa,1999,Mar,38.95
112,South Africa,1999,Apr,26.15
113,South Africa,1999,May,29.85
114,South Africa,1999,Jun,6.22
115,South Africa,1999,Jul,11.37
116,South Africa,1999,Aug,11.68
117,South Africa,1999,Sep,17.95
118,South Africa,1999,Oct,44.33
119,South Africa,1999,Nov,42.11
120,South Africa,1999,Dec,113.5
121,South Africa,2000,Jan,106.93
122,South Africa,2000,Feb,116.25
123,South Africa,2000,Mar,109.15
124,South Africa,2000,Apr,41.1
125,South Africa,2000,May,20.05
126,South Africa,2000,Jun,9.39
127,South Africa,2000,Jul,10.34
128,South Africa,2000,Aug,5.56
129,South Africa,2000,Sep,36.26
130,South Africa,2000,Oct,42.89
131,South Africa,2000,Nov,74.07
132,South Africa,2000,Dec,66.58
133,South Africa,2001,Jan,39.04
134,South Africa,2001,Feb,58.05
135,South Africa,2001,Mar,55.63
136,South Africa,2001,Apr,51.78
137,South Africa,2001,May,22.69
138,South Africa,2001,Jun,8.4
139,South Africa,2001,Jul,19.56
140,South Africa,2001,Aug,20.43
141,South Africa,2001,Sep,43.05
142,South Africa,2001,Oct,46.71
143,South Africa,2001,Nov,98.84
144,South Africa,2001,Dec,82.89
145,South Africa,2002,Jan,66.11
146,South Africa,2002,Feb,51.43
147,South Africa,2002,Mar,32.78
148,South Africa,2002,Apr,30.14
149,South Africa,2002,May,32.87
150,South Africa,2002,Jun,15.19
151,South Africa,2002,Jul,16.54
152,South Africa,2002,Aug,33.12
153,South Africa,2002,Sep,22.92
154,South Africa,2002,Oct,23.29
155,South Africa,2002,Nov,29.13
156,South Africa,2002,Dec,68.58
157,South Africa,2003,Jan,52.01
158,South Africa,2003,Feb,49.03
159,South Africa,2003,Mar,68.92
160,South Africa,2003,Apr,21.35
161,South Africa,2003,May,16.71
162,South Africa,2003,Jun,11.7
163,South Africa,2003,Jul,3.85
164,South Africa,2003,Aug,16.6
165,South Africa,2003,Sep,22.23
166,South Africa,2003,Oct,37.96
167,South Africa,2003,Nov,38.04
168,South Africa,2003,Dec,38.79
169,South Africa,2004,Jan,94.46
170,South Africa,2004,Feb,77.68
171,South Africa,2004,Mar,61.37
172,South Africa,2004,Apr,37.16
173,South Africa,2004,May,8.11
174,South Africa,2004,Jun,9.09
175,South Africa,2004,Jul,12
176,South Africa,2004,Aug,10.85
177,South Africa,2004,Sep,27.28
178,South Africa,2004,Oct,30.36
179,South Africa,2004,Nov,29.58
180,South Africa,2004,Dec,79.74
181,South Africa,2005,Jan,77.15
182,South Africa,2005,Feb,59.81
183,South Africa,2005,Mar,49.44
184,South Africa,2005,Apr,47.23
185,South Africa,2005,May,18.16
186,South Africa,2005,Jun,9.71
187,South Africa,2005,Jul,2.91
188,South Africa,2005,Aug,8.24
189,South Africa,2005,Sep,7.15
190,South Africa,2005,Oct,21.85
191,South Africa,2005,Nov,54.72
192,South Africa,2005,Dec,44.8
193,South Africa,2006,Jan,90.34
194,South Africa,2006,Feb,110.67
195,South Africa,2006,Mar,57.96
196,South Africa,2006,Apr,43.89
197,South Africa,2006,May,32.45
198,South Africa,2006,Jun,7.66
199,South Africa,2006,Jul,8.53
200,South Africa,2006,Aug,39.07
201,South Africa,2006,Sep,12.34
202,South Africa,2006,Oct,37.65
203,South Africa,2006,Nov,57.93
204,South Africa,2006,Dec,77.1
205,South Africa,2007,Jan,36.44
206,South Africa,2007,Feb,27.65
207,South Africa,2007,Mar,54.86
208,South Africa,2007,Apr,40.09
209,South Africa,2007,May,13.37
210,South Africa,2007,Jun,20.65
211,South Africa,2007,Jul,10.97
212,South Africa,2007,Aug,8.19
213,South Africa,2007,Sep,27.75
214,South Africa,2007,Oct,58.56
215,South Africa,2007,Nov,64.79
216,South Africa,2007,Dec,66.11
217,South Africa,2008,Jan,82.82
218,South Africa,2008,Feb,47.43
219,South Africa,2008,Mar,53.86
220,South Africa,2008,Apr,22.52
221,South Africa,2008,May,26.64
222,South Africa,2008,Jun,20.04
223,South Africa,2008,Jul,12.67
224,South Africa,2008,Aug,10.45
225,South Africa,2008,Sep,13.48
226,South Africa,2008,Oct,25.12
227,South Africa,2008,Nov,71.69
228,South Africa,2008,Dec,59.09
229,South Africa,2009,Jan,78.14
230,South Africa,2009,Feb,92.16
231,South Africa,2009,Mar,33.73
232,South Africa,2009,Apr,19.16
233,South Africa,2009,May,16.83
234,South Africa,2009,Jun,25.77
235,South Africa,2009,Jul,12.15
236,South Africa,2009,Aug,12.65
237,South Africa,2009,Sep,18.97
238,South Africa,2009,Oct,48.93
239,South Africa,2009,Nov,71.27
240,South Africa,2009,Dec,53.04
241,South Africa,2010,Jan,98.99
242,South Africa,2010,Feb,67.19
243,South Africa,2010,Mar,46.9
244,South Africa,2010,Apr,36.04
245,South Africa,2010,May,21.94
246,South Africa,2010,Jun,11.01
247,South Africa,2010,Jul,9.03
248,South Africa,2010,Aug,7.12
249,South Africa,2010,Sep,9.32
250,South Africa,2010,Oct,31.14
251,South Africa,2010,Nov,56.69
252,South Africa,2010,Dec,88.53
253,South Africa,2011,Jan,98.46
254,South Africa,2011,Feb,70.53
255,South Africa,2011,Mar,69.2
256,South Africa,2011,Apr,57.2
257,South Africa,2011,May,43.2
258,South Africa,2011,Jun,31.61
259,South Africa,2011,Jul,16.5
260,South Africa,2011,Aug,17.37
261,South Africa,2011,Sep,8.17
262,South Africa,2011,Oct,30.25
263,South Africa,2011,Nov,49.59
264,South Africa,2011,Dec,59.89
265,South Africa,2012,Jan,48.71
266,South Africa,2012,Feb,63.03
267,South Africa,2012,Mar,56.13
268,South Africa,2012,Apr,25.93
269,South Africa,2012,May,5.5
270,South Africa,2012,Jun,24.3
271,South Africa,2012,Jul,19.5
272,South Africa,2012,Aug,12.98
273,South Africa,2012,Sep,27.31
274,South Africa,2012,Oct,61.77
275,South Africa,2012,Nov,39.01
276,South Africa,2012,Dec,84.26
277,South Africa,2013,Jan,62.68
278,South Africa,2013,Feb,40.83
279,South Africa,2013,Mar,55.95
280,South Africa,2013,Apr,34.64
281,South Africa,2013,May,8.88
282,South Africa,2013,Jun,11.43
283,South Africa,2013,Jul,8.26
284,South Africa,2013,Aug,14.6
285,South Africa,2013,Sep,9.88
286,South Africa,2013,Oct,36.69
287,South Africa,2013,Nov,54.71
288,South Africa,2013,Dec,89.36
289,South Africa,2014,Jan,60.87
290,South Africa,2014,Feb,80.04
291,South Africa,2014,Mar,34.94
292,South Africa,2014,Apr,37.29
293,South Africa,2014,May,17.64
294,South Africa,2014,Jun,9.91
295,South Africa,2014,Jul,9.25
296,South Africa,2014,Aug,17.11
297,South Africa,2014,Sep,15.54
298,South Africa,2014,Oct,24.58
299,South Africa,2014,Nov,69.24
300,South Africa,2014,Dec,79.89
301,South Africa,2015,Jan,43.83
302,South Africa,2015,Feb,42.34
303,South Africa,2015,Mar,59.67
304,South Africa,2015,Apr,37.7
305,South Africa,2015,May,7.56
306,South Africa,2015,Jun,26.42
307,South Africa,2015,Jul,19.44
308,South Africa,2015,Aug,12.29
309,South Africa,2015,Sep,24.66
310,South Africa,2015,Oct,26.7
311,South Africa,2015,Nov,42.56
312,South Africa,2015,Dec,30.44
313,South Africa,2016,Jan,75.22
314,South Africa,2016,Feb,43.35
315,South Africa,2016,Mar,61.25
316,South Africa,2016,Apr,26.47
317,South Africa,2016,May,26.35
318,South Africa,2016,Jun,9.68
319,South Africa,2016,Jul,18.6
320,South Africa,2016,Aug,9.57
321,South Africa,2016,Sep,16.17
322,South Africa,2016,Oct,28.5
323,South Africa,2016,Nov,52.36
324,South Africa,2016,Dec,65.96
325,South Africa,2017,Jan,85
326,South Africa,2017,Feb,86.01
327,South Africa,2017,Mar,30.32
328,South Africa,2017,Apr,32.53
329,South Africa,2017,May,13.2
330,South Africa,2017,Jun,7.82
331,South Africa,2017,Jul,5.2
332,South Africa,2017,Aug,10.37
333,South Africa,2017,Sep,13.01
334,South Africa,2017,Oct,41.71
335,South Africa,2017,Nov,49.02
336,South Africa,2017,Dec,57.57
337,South Africa,2018,Jan,51.35
338,South Africa,2018,Feb,79.77
339,South Africa,2018,Mar,59.96
340,South Africa,2018,Apr,35.46
341,South Africa,2018,May,18.65
342,South Africa,2018,Jun,5.7
343,South Africa,2018,Jul,8.77
344,South Africa,2018,Aug,13.37
345,South Africa,2018,Sep,18.12
346,South Africa,2018,Oct,27.29
347,South Africa,2018,Nov,26.16
348,South Africa,2018,Dec,45.14
349,South Africa,2019,Jan,53.7
350,South Africa,2019,Feb,65.47
351,South Africa,2019,Mar,46.92
352,South Africa,2019,Apr,49.72
353,South Africa,2019,May,11.69
354,South Africa,2019,Jun,6.92
355,South Africa,2019,Jul,9.54
356,South Africa,2019,Aug,5.44
357,South Africa,2019,Sep,10.71
358,South Africa,2019,Oct,17
359,South Africa,2019,Nov,46.05
360,South Africa,2019,Dec,66.89
361,South Africa,2020,Jan,71.52
362,South Africa,2020,Feb,80.99
363,South Africa,2020,Mar,55.87
364,South Africa,2020,Apr,32.41
365,South Africa,2020,May,8.06
366,South Africa,2020,Jun,10.24
367,South Africa,2020,Jul,9.7
368,South Africa,2020,Aug,11.48
369,South Africa,2020,Sep,18.94
370,South Africa,2020,Oct,36.62
371,South Africa,2020,Nov,63.36
372,South Africa,2020,Dec,69.01
373,South Africa,2021,Jan,114.23
374,South Africa,2021,Feb,70.21
375,South Africa,2021,Mar,44.9
376,South Africa,2021,Apr,22.41
377,South Africa,2021,May,10.3
378,South Africa,2021,Jun,11.44
379,South Africa,2021,Jul,8.26
380,South Africa,2021,Aug,18.64
381,South Africa,2021,Sep,11.82
382,South Africa,2021,Oct,35.36
383,South Africa,2021,Nov,57.45
384,South Africa,2021,Dec,121.59
1,Tanzania,1990,Jan,100.47
2,Tanzania,1990,Feb,183.65
3,Tanzania,1990,Mar,210.15
4,Tanzania,1990,Apr,175.34
5,Tanzania,1990,May,41.66
6,Tanzania,1990,Jun,4.38
7,Tanzania,1990,Jul,2.27
8,Tanzania,1990,Aug,4.37
9,Tanzania,1990,Sep,12.59
10,Tanzania,1990,Oct,29.19
11,Tanzania,1990,Nov,69.22
12,Tanzania,1990,Dec,122.82
13,Tanzania,1991,Jan,188.68
14,Tanzania,1991,Feb,115.4
15,Tanzania,1991,Mar,178.64
16,Tanzania,1991,Apr,137.59
17,Tanzania,1991,May,76.57
18,Tanzania,1991,Jun,8.56
19,Tanzania,1991,Jul,8.34
20,Tanzania,1991,Aug,8.39
21,Tanzania,1991,Sep,12.69
22,Tanzania,1991,Oct,41.85
23,Tanzania,1991,Nov,75.05
24,Tanzania,1991,Dec,157.15
25,Tanzania,1992,Jan,98.12
26,Tanzania,1992,Feb,146.24
27,Tanzania,1992,Mar,115.65
28,Tanzania,1992,Apr,166.24
29,Tanzania,1992,May,67.9
30,Tanzania,1992,Jun,12.57
31,Tanzania,1992,Jul,6.26
32,Tanzania,1992,Aug,3.91
33,Tanzania,1992,Sep,10.2
34,Tanzania,1992,Oct,29.45
35,Tanzania,1992,Nov,107.71
36,Tanzania,1992,Dec,145.44
37,Tanzania,1993,Jan,171.55
38,Tanzania,1993,Feb,151.21
39,Tanzania,1993,Mar,160.85
40,Tanzania,1993,Apr,132.1
41,Tanzania,1993,May,58.27
42,Tanzania,1993,Jun,11.75
43,Tanzania,1993,Jul,3.15
44,Tanzania,1993,Aug,9.25
45,Tanzania,1993,Sep,6.16
46,Tanzania,1993,Oct,16.3
47,Tanzania,1993,Nov,54.05
48,Tanzania,1993,Dec,51.82
49,Tanzania,1994,Jan,166.1
50,Tanzania,1994,Feb,177.17
51,Tanzania,1994,Mar,168.48
52,Tanzania,1994,Apr,113.07
53,Tanzania,1994,May,58.96
54,Tanzania,1994,Jun,6.24
55,Tanzania,1994,Jul,8.69
56,Tanzania,1994,Aug,9.6
57,Tanzania,1994,Sep,9.3
58,Tanzania,1994,Oct,28.51
59,Tanzania,1994,Nov,87.14
60,Tanzania,1994,Dec,142.78
61,Tanzania,1995,Jan,152.34
62,Tanzania,1995,Feb,164.26
63,Tanzania,1995,Mar,180.61
64,Tanzania,1995,Apr,122.83
65,Tanzania,1995,May,74.56
66,Tanzania,1995,Jun,6.58
67,Tanzania,1995,Jul,3.21
68,Tanzania,1995,Aug,11.17
69,Tanzania,1995,Sep,14.63
70,Tanzania,1995,Oct,35.6
71,Tanzania,1995,Nov,36.66
72,Tanzania,1995,Dec,109.86
73,Tanzania,1996,Jan,139.32
74,Tanzania,1996,Feb,230.67
75,Tanzania,1996,Mar,179.51
76,Tanzania,1996,Apr,130.43
77,Tanzania,1996,May,64.41
78,Tanzania,1996,Jun,5.67
79,Tanzania,1996,Jul,6.03
80,Tanzania,1996,Aug,5.76
81,Tanzania,1996,Sep,12.93
82,Tanzania,1996,Oct,19.83
83,Tanzania,1996,Nov,41.74
84,Tanzania,1996,Dec,92.18
85,Tanzania,1997,Jan,115.66
86,Tanzania,1997,Feb,108.82
87,Tanzania,1997,Mar,141.76
88,Tanzania,1997,Apr,179.44
89,Tanzania,1997,May,58.43
90,Tanzania,1997,Jun,22.52
91,Tanzania,1997,Jul,6.21
92,Tanzania,1997,Aug,3.46
93,Tanzania,1997,Sep,3.02
94,Tanzania,1997,Oct,57.11
95,Tanzania,1997,Nov,146.57
96,Tanzania,1997,Dec,249.09
97,Tanzania,1998,Jan,248.43
98,Tanzania,1998,Feb,192.74
99,Tanzania,1998,Mar,146.59
100,Tanzania,1998,Apr,181.4
101,Tanzania,1998,May,65.84
102,Tanzania,1998,Jun,9.87
103,Tanzania,1998,Jul,3.84
104,Tanzania,1998,Aug,3.79
105,Tanzania,1998,Sep,12.99
106,Tanzania,1998,Oct,22.44
107,Tanzania,1998,Nov,43.38
108,Tanzania,1998,Dec,54.11
109,Tanzania,1999,Jan,161.47
110,Tanzania,1999,Feb,85.04
111,Tanzania,1999,Mar,244.33
112,Tanzania,1999,Apr,153.61
113,Tanzania,1999,May,36.64
114,Tanzania,1999,Jun,17.95
115,Tanzania,1999,Jul,8.07
116,Tanzania,1999,Aug,13.29
117,Tanzania,1999,Sep,12.67
118,Tanzania,1999,Oct,16.47
119,Tanzania,1999,Nov,97.99
120,Tanzania,1999,Dec,97.84
121,Tanzania,2000,Jan,91.53
122,Tanzania,2000,Feb,81.18
123,Tanzania,2000,Mar,169.19
124,Tanzania,2000,Apr,98.05
125,Tanzania,2000,May,44.61
126,Tanzania,2000,Jun,14.11
127,Tanzania,2000,Jul,3.16
128,Tanzania,2000,Aug,10.86
129,Tanzania,2000,Sep,7.7
130,Tanzania,2000,Oct,20.93
131,Tanzania,2000,Nov,131.73
132,Tanzania,2000,Dec,193.18
133,Tanzania,2001,Jan,216.87
134,Tanzania,2001,Feb,120.64
135,Tanzania,2001,Mar,148.86
136,Tanzania,2001,Apr,122.92
137,Tanzania,2001,May,36.75
138,Tanzania,2001,Jun,10.93
139,Tanzania,2001,Jul,5.95
140,Tanzania,2001,Aug,7.63
141,Tanzania,2001,Sep,16.74
142,Tanzania,2001,Oct,26.28
143,Tanzania,2001,Nov,59.45
144,Tanzania,2001,Dec,133.34
145,Tanzania,2002,Jan,208.92
146,Tanzania,2002,Feb,134.4
147,Tanzania,2002,Mar,215.77
148,Tanzania,2002,Apr,147.33
149,Tanzania,2002,May,49.37
150,Tanzania,2002,Jun,5.79
151,Tanzania,2002,Jul,2.63
152,Tanzania,2002,Aug,12.69
153,Tanzania,2002,Sep,16.36
154,Tanzania,2002,Oct,35.92
155,Tanzania,2002,Nov,96.14
156,Tanzania,2002,Dec,167.64
157,Tanzania,2003,Jan,137.48
158,Tanzania,2003,Feb,102.48
159,Tanzania,2003,Mar,121.05
160,Tanzania,2003,Apr,108.41
161,Tanzania,2003,May,80.62
162,Tanzania,2003,Jun,7.45
163,Tanzania,2003,Jul,3.1
164,Tanzania,2003,Aug,4.93
165,Tanzania,2003,Sep,12.56
166,Tanzania,2003,Oct,30.23
167,Tanzania,2003,Nov,40.34
168,Tanzania,2003,Dec,118.97
169,Tanzania,2004,Jan,145.41
170,Tanzania,2004,Feb,184.81
171,Tanzania,2004,Mar,145.89
172,Tanzania,2004,Apr,157.48
173,Tanzania,2004,May,12.84
174,Tanzania,2004,Jun,8.52
175,Tanzania,2004,Jul,1.14
176,Tanzania,2004,Aug,4.48
177,Tanzania,2004,Sep,31.24
178,Tanzania,2004,Oct,35.72
179,Tanzania,2004,Nov,92.1
180,Tanzania,2004,Dec,160.27
181,Tanzania,2005,Jan,161.14
182,Tanzania,2005,Feb,113.31
183,Tanzania,2005,Mar,150.37
184,Tanzania,2005,Apr,103.09
185,Tanzania,2005,May,60.33
186,Tanzania,2005,Jun,4.29
187,Tanzania,2005,Jul,2.49
188,Tanzania,2005,Aug,7.12
189,Tanzania,2005,Sep,10.99
190,Tanzania,2005,Oct,30.13
191,Tanzania,2005,Nov,38.65
192,Tanzania,2005,Dec,78.04
193,Tanzania,2006,Jan,97.33
194,Tanzania,2006,Feb,134.25
195,Tanzania,2006,Mar,164.01
196,Tanzania,2006,Apr,172.71
197,Tanzania,2006,May,80.88
198,Tanzania,2006,Jun,11.23
199,Tanzania,2006,Jul,9.47
200,Tanzania,2006,Aug,9.5
201,Tanzania,2006,Sep,18.4
202,Tanzania,2006,Oct,31.99
203,Tanzania,2006,Nov,155.82
204,Tanzania,2006,Dec,250.03
205,Tanzania,2007,Jan,176.08
206,Tanzania,2007,Feb,148.44
207,Tanzania,2007,Mar,163.33
208,Tanzania,2007,Apr,99.64
209,Tanzania,2007,May,49.26
210,Tanzania,2007,Jun,8.59
211,Tanzania,2007,Jul,7.71
212,Tanzania,2007,Aug,15.12
213,Tanzania,2007,Sep,23.73
214,Tanzania,2007,Oct,24.69
215,Tanzania,2007,Nov,52.64
216,Tanzania,2007,Dec,150.65
217,Tanzania,2008,Jan,135.63
218,Tanzania,2008,Feb,178.51
219,Tanzania,2008,Mar,201.22
220,Tanzania,2008,Apr,105.02
221,Tanzania,2008,May,29.9
222,Tanzania,2008,Jun,5
223,Tanzania,2008,Jul,2.45
224,Tanzania,2008,Aug,2.34
225,Tanzania,2008,Sep,16.96
226,Tanzania,2008,Oct,46.1
227,Tanzania,2008,Nov,89.67
228,Tanzania,2008,Dec,101.16
229,Tanzania,2009,Jan,136.75
230,Tanzania,2009,Feb,160.74
231,Tanzania,2009,Mar,164.89
232,Tanzania,2009,Apr,100.5
233,Tanzania,2009,May,35.88
234,Tanzania,2009,Jun,7.34
235,Tanzania,2009,Jul,1.91
236,Tanzania,2009,Aug,1.92
237,Tanzania,2009,Sep,12.34
238,Tanzania,2009,Oct,33.36
239,Tanzania,2009,Nov,97.53
240,Tanzania,2009,Dec,165.73
241,Tanzania,2010,Jan,144.96
242,Tanzania,2010,Feb,164.08
243,Tanzania,2010,Mar,168.3
244,Tanzania,2010,Apr,114.59
245,Tanzania,2010,May,54.85
246,Tanzania,2010,Jun,17.48
247,Tanzania,2010,Jul,1.23
248,Tanzania,2010,Aug,3.38
249,Tanzania,2010,Sep,9.43
250,Tanzania,2010,Oct,17.64
251,Tanzania,2010,Nov,51.46
252,Tanzania,2010,Dec,113.86
253,Tanzania,2011,Jan,105.41
254,Tanzania,2011,Feb,142.7
255,Tanzania,2011,Mar,165.14
256,Tanzania,2011,Apr,117.85
257,Tanzania,2011,May,45.97
258,Tanzania,2011,Jun,14.89
259,Tanzania,2011,Jul,2.86
260,Tanzania,2011,Aug,6
261,Tanzania,2011,Sep,28.57
262,Tanzania,2011,Oct,38.44
263,Tanzania,2011,Nov,111.85
264,Tanzania,2011,Dec,196.75
265,Tanzania,2012,Jan,103.94
266,Tanzania,2012,Feb,98.18
267,Tanzania,2012,Mar,100.35
268,Tanzania,2012,Apr,147.45
269,Tanzania,2012,May,38.13
270,Tanzania,2012,Jun,16.5
271,Tanzania,2012,Jul,1.81
272,Tanzania,2012,Aug,12.81
273,Tanzania,2012,Sep,8.97
274,Tanzania,2012,Oct,30.66
275,Tanzania,2012,Nov,75.64
276,Tanzania,2012,Dec,155.41
277,Tanzania,2013,Jan,155.42
278,Tanzania,2013,Feb,82.19
279,Tanzania,2013,Mar,200.14
280,Tanzania,2013,Apr,159.78
281,Tanzania,2013,May,38.29
282,Tanzania,2013,Jun,2.87
283,Tanzania,2013,Jul,2.02
284,Tanzania,2013,Aug,6.95
285,Tanzania,2013,Sep,28.25
286,Tanzania,2013,Oct,21.25
287,Tanzania,2013,Nov,90.6
288,Tanzania,2013,Dec,157.19
289,Tanzania,2014,Jan,152.25
290,Tanzania,2014,Feb,138.22
291,Tanzania,2014,Mar,101.9
292,Tanzania,2014,Apr,126.42
293,Tanzania,2014,May,56.62
294,Tanzania,2014,Jun,8.25
295,Tanzania,2014,Jul,4.37
296,Tanzania,2014,Aug,8.81
297,Tanzania,2014,Sep,28.97
298,Tanzania,2014,Oct,40.64
299,Tanzania,2014,Nov,102.64
300,Tanzania,2014,Dec,151.89
301,Tanzania,2015,Jan,145.18
302,Tanzania,2015,Feb,94.42
303,Tanzania,2015,Mar,109.44
304,Tanzania,2015,Apr,176.35
305,Tanzania,2015,May,66.18
306,Tanzania,2015,Jun,16.2
307,Tanzania,2015,Jul,2.27
308,Tanzania,2015,Aug,3.7
309,Tanzania,2015,Sep,9.48
310,Tanzania,2015,Oct,41.4
311,Tanzania,2015,Nov,116.61
312,Tanzania,2015,Dec,176.45
313,Tanzania,2016,Jan,228.2
314,Tanzania,2016,Feb,162
315,Tanzania,2016,Mar,154.88
316,Tanzania,2016,Apr,207.05
317,Tanzania,2016,May,54.6
318,Tanzania,2016,Jun,11.22
319,Tanzania,2016,Jul,13.14
320,Tanzania,2016,Aug,6.92
321,Tanzania,2016,Sep,13.96
322,Tanzania,2016,Oct,20.84
323,Tanzania,2016,Nov,69.91
324,Tanzania,2016,Dec,138.53
325,Tanzania,2017,Jan,97.15
326,Tanzania,2017,Feb,185.01
327,Tanzania,2017,Mar,154.57
328,Tanzania,2017,Apr,126.41
329,Tanzania,2017,May,67.41
330,Tanzania,2017,Jun,19.69
331,Tanzania,2017,Jul,6.09
332,Tanzania,2017,Aug,4.4
333,Tanzania,2017,Sep,30.24
334,Tanzania,2017,Oct,56.06
335,Tanzania,2017,Nov,92.84
336,Tanzania,2017,Dec,97.44
337,Tanzania,2018,Jan,194.13
338,Tanzania,2018,Feb,120.17
339,Tanzania,2018,Mar,196.51
340,Tanzania,2018,Apr,162.73
341,Tanzania,2018,May,61.38
342,Tanzania,2018,Jun,6.7
343,Tanzania,2018,Jul,7.07
344,Tanzania,2018,Aug,7.71
345,Tanzania,2018,Sep,9.56
346,Tanzania,2018,Oct,32.63
347,Tanzania,2018,Nov,79.92
348,Tanzania,2018,Dec,160.34
349,Tanzania,2019,Jan,131.51
350,Tanzania,2019,Feb,139.9
351,Tanzania,2019,Mar,181.5
352,Tanzania,2019,Apr,156.81
353,Tanzania,2019,May,121.78
354,Tanzania,2019,Jun,16.65
355,Tanzania,2019,Jul,5.67
356,Tanzania,2019,Aug,7.79
357,Tanzania,2019,Sep,11.41
358,Tanzania,2019,Oct,52.36
359,Tanzania,2019,Nov,101.28
360,Tanzania,2019,Dec,217.29
361,Tanzania,2020,Jan,235.74
362,Tanzania,2020,Feb,148.86
363,Tanzania,2020,Mar,279.14
364,Tanzania,2020,Apr,191.15
365,Tanzania,2020,May,41.38
366,Tanzania,2020,Jun,13.81
367,Tanzania,2020,Jul,9.21
368,Tanzania,2020,Aug,4.91
369,Tanzania,2020,Sep,14.91
370,Tanzania,2020,Oct,41.6
371,Tanzania,2020,Nov,108.24
372,Tanzania,2020,Dec,148.51
373,Tanzania,2021,Jan,186.36
374,Tanzania,2021,Feb,175.34
375,Tanzania,2021,Mar,168.26
376,Tanzania,2021,Apr,120.75
377,Tanzania,2021,May,56.59
378,Tanzania,2021,Jun,5.27
379,Tanzania,2021,Jul,6.57
380,Tanzania,2021,Aug,6.3
381,Tanzania,2021,Sep,17.52
382,Tanzania,2021,Oct,35.31
383,Tanzania,2021,Nov,69.41
384,Tanzania,2021,Dec,111.18
1,Zambia,1990,Jan,255.91
2,Zambia,1990,Feb,201.24
3,Zambia,1990,Mar,94.3
4,Zambia,1990,Apr,67.09
5,Zambia,1990,May,11.24
6,Zambia,1990,Jun,0.08
7,Zambia,1990,Jul,0.01
8,Zambia,1990,Aug,0.1
9,Zambia,1990,Sep,3.63
10,Zambia,1990,Oct,23.77
11,Zambia,1990,Nov,58.91
12,Zambia,1990,Dec,180.27
13,Zambia,1991,Jan,265.94
14,Zambia,1991,Feb,180.33
15,Zambia,1991,Mar,143.45
16,Zambia,1991,Apr,33.55
17,Zambia,1991,May,5.88
18,Zambia,1991,Jun,0.02
19,Zambia,1991,Jul,0.1
20,Zambia,1991,Aug,0.08
21,Zambia,1991,Sep,2.5
22,Zambia,1991,Oct,40.57
23,Zambia,1991,Nov,97.07
